2021-07-19 17:00:42.360 parsl:626 Rank:0 [INFO]  Python version: 3.8.8 (default, Apr 13 2021, 12:59:45) 
[Clang 10.0.0 ]
2021-07-19 17:00:42.360 parsl:627 Rank:0 [INFO]  Debug logging: True
2021-07-19 17:00:42.360 parsl:628 Rank:0 [INFO]  Log dir: /Users/ananthhariharan/Documents/Code/GitHub/Parsl-Project/runinfo/016/htex_Local
2021-07-19 17:00:42.360 parsl:629 Rank:0 [INFO]  Manager ID: 63286c76a352
2021-07-19 17:00:42.360 parsl:630 Rank:0 [INFO]  Block ID: 0
2021-07-19 17:00:42.360 parsl:631 Rank:0 [INFO]  cores_per_worker: 1
2021-07-19 17:00:42.360 parsl:632 Rank:0 [INFO]  mem_per_worker: None
2021-07-19 17:00:42.361 parsl:633 Rank:0 [INFO]  task_port: 54134
2021-07-19 17:00:42.361 parsl:634 Rank:0 [INFO]  result_port: 54188
2021-07-19 17:00:42.361 parsl:635 Rank:0 [INFO]  addresses: 69.174.173.76,192.168.4.29,Ananths-Macbook.local
2021-07-19 17:00:42.361 parsl:636 Rank:0 [INFO]  max_workers: 3
2021-07-19 17:00:42.361 parsl:637 Rank:0 [INFO]  poll_period: 100
2021-07-19 17:00:42.361 parsl:638 Rank:0 [INFO]  address_probe_timeout: 30
2021-07-19 17:00:42.361 parsl:639 Rank:0 [INFO]  Prefetch capacity: 0
2021-07-19 17:00:42.361 parsl:640 Rank:0 [INFO]  Heartbeat threshold: 5
2021-07-19 17:00:42.361 parsl:641 Rank:0 [INFO]  Heartbeat period: 2
2021-07-19 17:00:42.361 parsl:642 Rank:0 [INFO]  CPU affinity: none
2021-07-19 17:00:42.361 parsl:118 Rank:0 [INFO]  Manager started
2021-07-19 17:00:42.361 parsl.executors.high_throughput.probe:34 Rank:0 [DEBUG]  Trying to connect back on tcp://69.174.173.76:54134
2021-07-19 17:00:42.362 parsl.executors.high_throughput.probe:34 Rank:0 [DEBUG]  Trying to connect back on tcp://192.168.4.29:54134
2021-07-19 17:00:42.362 parsl.executors.high_throughput.probe:34 Rank:0 [DEBUG]  Trying to connect back on tcp://Ananths-Macbook.local:54134
2021-07-19 17:00:42.375 parsl.executors.high_throughput.probe:47 Rank:0 [INFO]  Connected to interchange on 192.168.4.29
2021-07-19 17:00:42.515 parsl:125 Rank:0 [INFO]  Connection to Interchange successful on 192.168.4.29
2021-07-19 17:00:42.515 parsl:128 Rank:0 [INFO]  Task url : tcp://192.168.4.29:54134
2021-07-19 17:00:42.515 parsl:129 Rank:0 [INFO]  Result url : tcp://192.168.4.29:54188
2021-07-19 17:00:42.515 parsl:147 Rank:0 [INFO]  Manager connected
2021-07-19 17:00:42.516 parsl:173 Rank:0 [INFO]  Manager will spawn 3 workers
2021-07-19 17:00:42.563 parsl:401 Rank:0 [DEBUG]  Manager synced with workers
2021-07-19 17:00:42.565 parsl:226 Rank:0 [INFO]  [TASK PULL THREAD] starting
2021-07-19 17:00:42.566 parsl:307 Rank:0 [DEBUG]  [RESULT_PUSH_THREAD] Starting thread
2021-07-19 17:00:42.567 parsl:344 Rank:0 [DEBUG]  [WORKER_WATCHDOG_THREAD] Starting thread
2021-07-19 17:00:42.567 parsl:416 Rank:0 [INFO]  Loop start
2021-07-19 17:00:42.568 parsl:232 Rank:0 [DEBUG]  Sending registration message: b'{"parsl_v": "1.1.0", "python_v": "3.8.8", "worker_count": 3, "uid": "63286c76a352", "block_id": "0", "prefetch_capacity": 0, "max_capacity": 3, "os": "Darwin", "hostname": "Ananths-Macbook.local", "dir": "/Users/ananthhariharan/Documents/Code/GitHub/Parsl-Project", "cpu_count": 2, "total_memory": 8589934592}'
2021-07-19 17:00:42.568 parsl:310 Rank:0 [DEBUG]  [RESULT_PUSH_THREAD] push poll period: 0.1
2021-07-19 17:00:42.571 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:0, pending tasks:0
2021-07-19 17:00:42.673 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-19 17:00:42.673 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:3, pending tasks:0
2021-07-19 17:00:42.673 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 3
2021-07-19 17:00:42.678 parsl:274 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Got tasks: [1] of 1
2021-07-19 17:00:42.679 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:3, pending tasks:1
2021-07-19 17:00:42.680 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 3
2021-07-19 17:00:42.680 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-19 17:00:42.680 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:3, pending tasks:0
2021-07-19 17:00:42.681 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 3
2021-07-19 17:00:42.688 parsl.process_loggers:28 Rank:0 [DEBUG]  Normal ending for send_first_message on thread MainThread
2021-07-19 17:00:42.881 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-19 17:00:42.882 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:3, pending tasks:0
2021-07-19 17:00:42.882 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 3
2021-07-19 17:00:42.887 parsl:274 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Got tasks: [2, 3] of 3
2021-07-19 17:00:42.887 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:3, pending tasks:2
2021-07-19 17:00:42.888 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 3
2021-07-19 17:00:42.888 parsl:283 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2021-07-19 17:00:42.889 parsl:244 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:3, pending tasks:0
2021-07-19 17:00:42.889 parsl:252 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 3
